# states in shortest path from s to t
14

# shortest path from s to t
-12	29	4	-1	0
-13	29	4	-1	0
-14	29	4	-1	0
-15	29	4	-1	0
-16	29	4	-1	0
-17	29	4	-1	0
-18	29	4	-1	0
-19	29	4	-1	0
-20	29	4	-1	0
-21	29	4	-1	0
-22	29	4	-1	0
-23	29	4	-1	0
-24	29	4	-1	0
-25	29	4	-1	0

# cost of shortest path
3.250

# Line i represents a sample taken at time i. The sample corresponds to a discrete state.
# Line Format: [sample ID] [x] [y] [z] [x-component of yaw] [y-component of yaw] [U: marginal coverage]
#              [sample ID of nearest neighbor 1] [shortest path cost to nearest neighbor 1] [shortest path cost from nearest neighbor 1]
#              ...
#              [sample ID of nearest neighbor k] [shortest path cost to nearest neighbor k] [shortest path cost from nearest neighbor k]
0	-8	23	4	-2	-1	126	48	0.250	0.250	115	0.375	1.250	416	0.604	1.375	149	0.625	0.625	45	0.750	0.750	
1	-15	19	4	-1	-2	28	400	0.250	0.250	369	0.905	0.854	114	1.229	1.104	290	1.311	1.311	160	1.479	1.207	
2	-8	20	4	1	1	45	175	0.604	1.530	122	0.625	0.625	152	0.884	1.125	355	0.905	0.729	144	0.979	1.464	
3	-16	32	4	1	-1	1	267	0.125	0.125	16	0.500	1.375	458	0.729	1.589	289	0.854	1.839	258	0.854	1.589	
4	-18	34	4	2	-1	38	254	0.250	0.250	480	0.375	0.375	54	0.375	1.250	51	0.750	0.750	393	0.875	1.030	
5	-19	30	4	1	-2	12	310	0.250	0.250	376	0.625	1.625	62	0.729	1.479	140	0.750	0.750	234	0.750	0.875	
6	-2	27	4	-2	-1	35	266	0.479	1.500	96	0.875	1.030	318	0.875	0.780	168	0.979	1.832	286	1.000	1.000	
7	-9	21	4	0	-1	234	132	0.250	1.250	262	0.375	0.375	355	0.375	0.375	280	0.500	0.500	374	0.625	1.155	
8	-14	22	4	2	-1	25	153	0.500	1.125	331	0.500	0.875	421	0.500	0.500	499	0.625	0.750	178	0.750	1.250	
9	-11	26	4	1	2	68	124	0.500	0.500	283	0.500	0.500	165	0.729	1.589	491	0.854	1.464	44	0.875	0.500	
10	-20	29	4	1	1	43	310	0.479	1.155	186	0.500	0.500	350	0.604	1.589	234	0.625	1.000	49	0.625	0.625	
11	-6	23	4	-1	-1	8	475	0.375	0.375	144	0.479	1.155	149	0.604	1.714	304	0.625	1.250	381	0.655	0.655	
12	-4	19	4	2	1	15	238	0.375	1.000	292	0.500	1.125	210	0.750	1.155	390	0.875	1.000	46	1.030	0.604	
13	-16	27	4	0	-1	46	135	0.125	0.125	294	0.500	0.500	206	0.500	1.250	295	0.729	1.250	198	0.729	1.714	
14	-24	20	4	1	0	16	71	0.250	1.125	173	0.729	1.280	236	0.729	1.250	219	1.000	1.000	43	1.104	1.104	
15	-11	25	4	1	1	0	9	0.500	1.000	124	0.625	1.250	44	0.655	0.655	202	0.750	0.750	283	0.750	0.750	
16	-15	32	4	1	1	13	76	0.479	1.155	458	0.530	0.530	258	0.604	1.530	332	0.604	1.589	218	0.957	1.457	
17	-14	24	4	-2	1	42	121	0.375	1.250	334	0.500	1.375	113	0.625	1.625	256	0.684	1.464	263	0.750	1.155	
18	-13	24	4	1	-2	4	410	0.604	1.500	227	0.729	1.479	461	0.780	0.750	359	0.875	1.030	479	1.059	2.207	
19	-25	33	4	2	-1	13	242	0.625	0.625	481	0.625	0.625	226	0.625	1.250	223	0.729	1.589	91	0.729	1.604	
20	-24	30	4	1	0	4	142	0.250	1.125	347	0.604	1.589	194	0.625	0.625	440	0.625	0.625	60	0.729	1.714	
