# states in shortest path from s to t
4

# shortest path from s to t
-33	-9	4	1	-2
-32	-11	4	2	-1
-30	-12	4	1	0
-29	-12	4	1	-1

# cost of shortest path
1.368

# Line i represents a sample taken at time i. The sample corresponds to a discrete state.
# Line Format: [sample ID] [x] [y] [z] [x-component of yaw] [y-component of yaw] [U: marginal coverage]
#              [sample ID of nearest neighbor 1] [shortest path cost to nearest neighbor 1] [shortest path cost from nearest neighbor 1]
#              ...
#              [sample ID of nearest neighbor k] [shortest path cost to nearest neighbor k] [shortest path cost from nearest neighbor k]
0	-37	-13	4	1	-2	30	234	0.250	0.250	317	0.625	0.625	39	0.750	0.750	322	0.750	1.280	127	0.875	1.125	
1	-35	0	4	-1	-2	25	467	0.250	0.250	229	0.250	0.250	446	0.375	1.000	45	0.375	1.250	457	0.500	0.500	
2	-26	-19	4	1	-2	19	160	0.479	1.280	400	0.500	0.500	396	0.684	1.714	88	0.750	1.000	44	0.839	0.839	
3	-35	-19	4	1	-1	34	452	0.250	0.250	376	0.250	0.250	10	0.625	0.625	212	0.625	0.625	27	0.625	1.250	
4	-32	-22	4	0	-1	10	289	0.500	0.500	155	0.625	0.625	453	0.750	0.750	135	0.750	1.125	316	0.875	0.750	
5	-32	-2	4	1	0	26	146	0.604	1.589	120	0.625	0.625	231	0.729	1.714	307	0.750	0.750	464	0.809	1.957	
6	-33	-15	4	0	1	32	203	0.375	1.375	386	0.750	0.750	182	0.750	0.905	246	0.750	0.750	477	0.780	0.780	
7	-28	-2	4	-1	0	86	311	0.250	1.250	227	0.250	0.250	146	0.604	1.589	490	0.604	1.375	403	0.604	1.839	
8	-32	-18	4	0	-1	46	256	0.500	0.500	178	0.500	0.500	323	0.750	0.750	103	0.750	0.625	163	0.750	0.750	
9	-34	0	4	-1	2	48	235	0.375	1.250	1	0.750	1.250	467	0.750	1.125	249	0.750	0.905	366	0.750	0.750	
10	-35	-18	4	1	0	136	376	0.375	0.375	268	0.500	0.500	471	0.604	1.589	206	0.625	1.280	417	0.729	1.714	
11	-35	-20	4	0	1	29	200	0.375	0.375	97	0.375	0.375	212	0.625	1.000	482	0.729	1.714	27	0.750	1.375	
12	-25	-22	4	1	2	214	48	0.375	0.375	35	0.500	1.375	286	0.604	1.280	492	0.625	0.625	189	0.729	1.604	
13	-31	-17	4	1	-2	12	178	0.500	1.375	349	0.500	0.875	484	0.729	1.589	8	0.750	0.905	124	0.750	0.905	
14	-33	-2	4	-2	-1	7	210	0.125	0.125	102	0.625	1.000	220	0.625	0.625	129	0.625	0.625	85	0.750	1.155	
15	-35	-10	4	1	2	85	214	0.500	1.125	49	0.500	0.500	341	0.625	0.875	497	0.729	1.464	243	0.780	0.750	
16	-27	-20	4	1	0	7	176	0.500	0.500	396	0.604	1.589	133	0.625	0.625	371	0.625	0.625	70	0.750	0.905	
