# Line i represents a sample taken at time i. The sample corresponds to a discrete state.
# Line Format: [sample ID] [x] [y] [z] [x-component of yaw] [y-component of yaw] [U: marginal coverage]
               [sample ID of nearest neighbor 1] [shortest path cost to nearest neighbor 1] [shortest path cost from nearest neighbor 1]
               ...
               [sample ID of nearest neighbor k] [shortest path cost to nearest neighbor k] [shortest path cost from nearest neighbor k]
0	6	3	4	1	2	54	162	0.375	0.375	85	0.625	1.500	32	0.625	0.625	167	0.875	0.750	34	1.000	1.750	
1	1	0	4	-2	-1	138	73	0.684	1.875	61	0.750	1.000	64	0.750	0.750	9	0.875	2.553	58	0.979	2.695	
2	6	-3	4	-1	1	224	160	0.375	0.375	86	0.604	2.214	169	0.625	0.750	46	0.625	1.375	36	1.000	1.375	
3	4	-4	4	2	1	171	174	0.125	0.125	33	0.375	0.375	169	0.875	1.280	140	1.125	0.750	36	1.163	2.207	
4	-4	-2	4	0	-1	100	40	0.375	1.000	163	0.500	0.500	141	0.604	1.250	186	0.750	0.905	98	0.979	1.686	
5	18	-3	4	-1	-1	97	143	0.604	2.082	10	0.750	0.750	194	0.854	1.155	189	1.000	1.559	6	1.000	1.000	
6	18	-4	4	-1	2	89	82	0.500	0.500	10	0.625	1.000	67	0.625	0.625	194	0.979	2.000	183	1.000	1.000	
7	4	0	4	-2	-1	52	177	0.375	1.250	66	0.375	1.655	137	0.625	1.000	133	0.625	0.750	15	0.875	1.155	
8	16	-1	4	-1	0	92	136	0.854	3.325	125	0.875	1.375	84	0.875	0.875	80	1.000	1.009	142	1.089	1.714	
9	1	2	4	-1	0	132	121	0.500	0.500	64	0.625	0.625	99	0.625	0.625	129	1.104	1.104	112	1.207	2.875	
10	18	-3	4	1	0	36	82	0.500	0.500	5	0.750	0.750	6	1.000	0.625	139	1.030	0.625	124	1.125	1.229	
11	1	-4	4	1	0	60	178	0.500	0.875	22	0.979	2.354	79	1.000	1.000	93	1.000	1.009	165	1.000	1.000	
12	9	3	4	-1	1	17	24	0.979	2.332	94	1.030	0.750	52	1.250	0.625	53	1.339	1.714	77	1.354	1.750	
13	10	0	4	1	2	31	49	0.375	0.375	89	0.479	1.405	29	0.684	1.875	147	0.750	0.905	131	0.750	0.655	
14	11	-1	4	-1	1	27	17	0.125	0.125	13	0.604	1.155	151	0.854	2.847	185	0.875	0.875	184	0.957	1.788	
15	3	0	4	1	-1	91	133	0.250	0.250	71	0.250	0.250	66	0.500	0.500	61	0.625	0.625	50	0.979	1.625	
16	14	-3	4	-1	-1	33	136	0.500	0.500	132	0.500	1.375	20	0.750	1.125	111	0.750	1.250	176	0.905	0.750	
17	11	-1	4	-2	1	29	14	0.125	0.125	151	0.979	1.604	185	1.000	1.000	109	1.000	1.134	184	1.038	1.913	
18	7	-4	4	-2	-1	47	160	0.750	0.780	169	0.854	1.905	2	0.875	1.155	88	1.000	1.000	86	1.229	1.561	
19	0	-2	4	1	1	29	58	0.500	0.500	144	0.500	0.500	28	0.625	0.750	107	0.625	0.625	165	0.905	0.750	
20	14	-4	4	0	-1	21	132	0.250	0.250	136	1.125	0.750	16	1.125	0.750	75	1.155	0.479	111	1.375	1.229	
21	15	1	4	1	1	26	134	0.250	0.250	101	0.625	0.625	197	0.625	1.655	199	0.625	1.280	149	0.729	1.875	
22	2	-2	4	0	1	30	64	0.854	2.744	137	0.875	1.750	50	0.875	0.875	165	0.905	0.750	106	0.979	2.686	
23	-3	-3	4	-1	1	155	163	0.354	1.280	40	0.500	1.250	186	0.625	0.625	141	0.750	0.750	70	0.780	0.625	
24	8	2	4	1	-2	116	55	0.875	1.155	155	1.000	1.000	63	1.059	2.125	114	1.104	1.000	59	1.104	1.957	
25	4	3	4	-1	1	28	103	0.625	1.530	47	0.750	0.750	181	1.000	1.634	146	1.125	1.125	34	1.250	0.625	
26	14	0	4	0	-1	29	187	0.625	1.280	96	0.625	1.030	176	0.729	2.000	42	0.750	0.625	87	0.750	1.000	
27	-1	-1	4	0	-1	63	119	0.375	1.155	73	0.500	0.500	110	0.604	2.266	58	0.625	1.280	23	0.854	1.479	
28	0	-3	4	1	0	48	178	0.604	1.625	11	0.625	1.030	58	0.625	0.625	93	0.625	0.780	19	0.750	0.625	
29	11	2	4	0	1	0	77	0.500	0.500	56	0.625	0.625	198	0.729	1.250	130	0.729	1.405	45	0.750	0.750	
30	-4	0	4	-1	0	99	163	0.750	0.750	180	0.750	0.625	172	0.875	2.259	115	1.000	1.000	112	1.375	0.375	
31	-4	-6	4	-1	-2	71	102	0.500	0.500	153	0.500	0.500	57	1.250	0.625	145	1.509	1.375	41	1.530	0.479	
32	7	3	4	1	2	3	0	0.625	0.625	85	0.625	0.625	94	0.625	0.625	162	1.000	0.375	131	1.186	1.186	
33	4	-4	4	1	-1	27	3	0.375	0.375	174	0.500	0.500	169	0.979	1.957	178	1.000	2.195	140	1.250	0.375	
34	5	3	4	-1	-2	51	181	0.375	0.375	146	0.500	0.500	47	0.604	1.750	167	0.625	0.625	25	0.625	1.250	
35	10	-4	4	-1	1	27	171	0.354	1.280	109	0.655	0.750	150	0.854	1.155	192	0.854	1.684	182	0.875	1.250	
36	6	-1	4	-1	2	15	168	0.559	2.125	7	0.729	2.375	170	1.000	0.625	86	1.000	1.125	59	1.104	1.250	
37	17	0	4	-1	2	15	142	0.375	1.780	84	0.500	0.500	76	0.875	0.875	96	0.979	2.009	101	0.979	1.589	
38	0	-4	4	-1	-1	56	152	0.500	0.500	173	0.625	1.250	178	1.000	2.184	11	1.125	1.625	28	1.125	1.104	
39	-3	3	4	-1	1	22	175	1.464	1.559	92	1.530	0.500	115	1.582	2.664	172	1.604	2.516	97	1.655	0.500	
40	-4	-3	4	-2	-1	48	163	0.500	0.500	145	0.625	0.625	68	0.750	1.125	41	0.839	0.839	186	0.875	0.625	
41	-3	-5	4	-2	-1	11	31	0.479	1.530	40	0.839	0.839	57	0.875	1.155	145	0.875	1.030	153	1.000	1.479	
42	13	0	4	2	-1	31	26	0.625	0.750	187	0.729	2.311	48	0.750	0.905	158	0.750	0.750	90	0.809	2.030	
43	15	3	4	-1	0	42	135	0.375	0.375	118	0.625	0.625	104	0.625	1.000	199	0.750	1.104	105	0.780	1.000	
44	15	-2	4	1	-2	19	75	0.500	1.405	20	0.729	1.625	16	0.750	1.155	136	0.750	0.655	176	1.000	1.134	
45	10	2	4	-2	1	23	12	0.479	1.405	198	0.500	0.500	29	0.750	0.750	53	0.750	0.750	52	0.875	0.750	
46	6	-2	4	2	1	38	170	0.500	0.500	36	0.750	1.405	88	0.839	0.839	184	0.934	1.479	160	1.000	2.413	
47	4	2	4	-2	-1	45	133	0.729	1.957	25	0.750	0.750	103	0.750	0.655	193	0.875	1.155	167	0.905	1.125	
48	14	-1	4	1	1	25	87	0.479	2.214	90	0.625	0.750	44	0.854	1.155	42	0.905	0.750	191	0.979	1.625	
49	10	0	4	1	0	42	13	0.375	0.375	89	0.625	1.030	126	0.750	0.750	131	0.780	0.875	158	0.809	3.393	
50	2	-2	4	-1	-2	17	195	0.375	1.744	138	0.729	1.979	93	0.750	0.750	140	0.839	0.839	22	0.875	0.875	
51	12	-3	4	1	-1	13	132	0.604	2.729	176	0.655	0.750	136	0.875	1.250	190	0.979	1.625	81	1.125	1.000	
52	10	3	4	-1	-2	27	198	0.375	0.375	12	0.625	1.250	77	0.729	1.375	45	0.750	0.875	56	0.875	1.280	
53	10	1	4	-1	-1	9	45	0.750	0.750	147	0.750	1.250	49	0.750	1.250	63	0.979	2.311	198	1.000	2.414	
54	17	1	4	-1	-2	34	125	0.479	1.155	76	0.500	1.280	142	0.625	0.625	105	0.655	1.125	80	0.750	1.494	
55	8	1	4	1	1	10	155	0.125	0.125	131	0.500	1.875	74	0.625	0.625	114	0.750	0.750	147	0.750	0.625	
56	11	2	4	2	-1	21	77	0.125	0.125	156	0.250	0.250	151	0.479	1.155	89	0.500	0.500	29	0.625	0.625	
57	-4	-5	4	1	-1	43	153	0.625	0.750	31	0.625	1.250	98	0.964	1.125	70	1.125	1.125	41	1.155	0.875	
58	0	-2	4	1	-1	22	19	0.500	0.500	28	0.625	0.625	93	0.625	2.561	173	0.979	1.604	144	1.000	1.000	
59	6	1	4	-2	1	28	47	0.559	3.480	196	0.604	1.405	168	0.750	0.875	162	1.229	1.625	167	1.229	1.780	
60	4	-1	4	1	2	16	177	0.729	3.025	137	0.750	0.905	106	0.839	0.839	196	0.934	2.436	100	1.000	2.714	
61	2	0	4	0	-1	44	133	0.375	0.375	15	0.625	0.625	66	0.625	0.625	93	0.854	1.500	144	0.854	2.009	
62	12	3	4	1	-2	22	130	0.250	0.250	164	0.625	1.250	188	0.854	1.875	56	0.875	0.875	156	0.875	0.780	
63	9	-1	4	-1	-2	15	184	0.500	0.500	157	0.780	0.875	72	0.875	2.825	18	1.082	2.950	127	1.184	2.561	
64	1	1	4	-1	1	18	9	0.625	0.625	121	0.625	1.125	1	0.750	0.750	128	0.934	1.729	122	0.979	1.604	
65	16	1	4	1	-1	14	80	0.500	0.500	76	0.604	1.780	54	0.750	0.750	125	0.750	1.125	96	0.854	1.500	
66	3	0	4	-1	-1	14	133	0.250	0.250	177	0.250	0.250	15	0.500	0.500	61	0.625	0.625	64	0.854	1.869	
67	17	-4	4	-1	2	11	139	0.625	0.625	183	0.625	0.625	6	0.625	0.625	143	0.625	0.875	10	0.729	1.375	
68	-4	-4	4	1	-2	15	57	0.375	1.744	145	0.750	0.750	41	0.875	3.098	70	0.875	0.875	98	1.009	1.000	
69	3	3	4	1	0	28	181	0.500	1.811	166	0.604	1.750	146	0.625	1.875	193	0.625	0.625	108	0.854	1.811	
70	-4	-4	4	0	1	30	145	0.375	0.375	23	0.625	0.780	68	0.875	0.875	98	1.125	2.391	57	1.125	1.125	
71	3	0	4	1	0	8	15	0.250	0.250	137	0.500	0.500	133	0.500	0.500	168	0.729	1.750	60	0.750	1.479	
72	9	-2	4	1	1	20	126	0.750	1.125	13	0.979	3.281	89	1.038	2.341	150	1.059	1.811	159	1.082	1.957	
73	-1	-1	4	-1	0	64	27	0.500	0.500	128	0.750	0.625	163	0.854	2.538	112	0.875	1.750	120	0.875	1.530	
74	8	0	4	1	0	31	147	0.604	1.979	55	0.625	0.625	131	0.625	1.280	157	0.625	1.000	155	0.750	0.750	
75	15	-3	4	-1	-2	13	20	0.479	1.155	132	0.750	0.905	16	0.750	1.530	136	0.750	0.750	143	1.125	1.000	
76	17	0	4	1	-1	14	124	0.354	1.655	125	0.625	0.625	8	0.854	1.354	37	0.875	0.875	161	0.875	1.030	
77	11	2	4	1	0	19	56	0.125	0.125	156	0.375	0.375	89	0.375	0.375	29	0.500	0.500	188	0.604	2.061	
78	14	1	4	-1	0	28	191	0.500	1.375	26	0.875	0.875	29	1.059	2.082	135	1.214	1.500	118	1.229	1.832	
79	2	-4	4	-1	0	83	152	0.625	1.500	195	0.625	0.750	165	0.729	1.405	11	1.000	1.000	19	1.104	1.686	
80	16	1	4	-1	-1	18	65	0.500	0.500	101	0.625	1.250	125	0.750	1.125	187	0.854	1.750	96	0.854	2.000	
81	12	-2	4	1	2	7	185	0.375	1.780	159	0.500	0.500	176	0.750	1.375	17	0.854	3.171	158	0.934	2.494	
82	18	-4	4	2	1	12	6	0.500	0.500	10	0.500	0.500	67	0.875	0.875	194	1.104	1.339	5	1.125	2.023	
83	0	3	4	0	-1	42	123	0.250	0.250	122	0.625	1.000	128	0.854	2.582	148	0.934	1.957	129	0.979	2.134	
84	16	0	4	0	1	6	37	0.500	0.500	101	0.604	1.839	142	0.625	0.780	21	0.625	0.780	199	0.729	2.061	
85	7	3	4	1	-1	20	24	0.354	1.405	94	0.625	1.250	32	0.625	0.625	108	1.061	1.061	114	1.104	1.500	
86	5	-2	4	-2	1	22	140	0.854	1.280	169	0.875	0.500	170	0.979	1.375	160	1.030	2.878	33	1.104	2.775	
87	15	0	4	2	1	7	134	0.500	0.500	76	0.625	1.854	84	0.625	0.750	101	0.750	1.250	65	0.750	0.905	
88	7	-4	4	2	1	12	117	0.750	0.875	46	0.839	0.839	18	1.000	1.000	127	1.000	1.000	182	1.184	1.500	
89	11	1	4	1	0	3	151	0.375	1.375	77	0.375	0.375	56	0.500	0.500	156	0.750	0.625	164	0.875	0.875	
90	15	-1	4	1	2	4	87	0.500	0.875	187	0.625	0.625	48	0.750	0.625	84	0.750	1.155	76	0.854	1.604	
91	15	2	4	1	-1	13	154	0.125	0.125	65	0.479	1.780	197	0.500	0.500	134	0.625	0.625	125	0.854	2.311	
92	-3	2	4	1	1	16	39	0.500	1.530	97	0.875	1.030	120	1.061	1.061	128	1.104	1.229	175	1.125	0.655	
93	1	-2	4	1	-1	4	50	0.750	0.750	28	0.780	0.625	178	0.854	1.854	38	0.854	1.589	195	0.875	1.030	
94	8	3	4	1	2	4	32	0.625	0.625	12	0.750	1.030	0	1.000	1.134	52	1.250	1.759	85	1.250	0.625	
95	-2	-2	4	1	1	16	107	0.750	0.625	112	0.854	2.619	28	0.934	1.500	93	0.957	1.957	73	0.979	1.125	
96	15	-1	4	0	-1	12	187	0.250	0.250	44	0.250	1.500	16	0.604	2.434	136	0.854	1.500	132	0.854	2.317	
97	-2	3	4	-1	1	24	39	0.500	1.655	92	1.030	0.875	172	1.229	2.266	123	1.250	1.500	83	1.500	1.250	
98	-2	-4	4	1	-2	13	41	0.729	1.280	28	0.979	1.214	68	1.000	1.009	186	1.030	3.052	57	1.125	0.964	
99	1	2	4	1	-2	33	129	0.479	1.405	9	0.625	0.625	61	0.684	1.875	121	0.875	0.875	69	0.979	1.214	
100	5	0	4	1	-2	5	170	0.479	1.405	7	0.875	0.875	133	0.875	2.445	108	1.000	0.625	160	1.059	2.479	
101	15	1	4	-2	1	19	78	0.375	1.250	21	0.625	0.625	197	0.625	1.530	199	0.625	3.059	134	0.875	0.875	
102	-4	-6	4	-2	1	39	31	0.500	0.500	153	1.000	1.000	41	1.030	1.030	145	1.134	1.000	57	1.250	1.655	
103	3	3	4	-1	-1	11	193	0.625	1.405	47	0.655	0.750	9	0.729	1.839	69	0.750	1.250	1	0.913	2.466	
104	14	3	4	1	-2	14	91	0.479	1.405	154	0.604	2.030	188	0.729	1.625	134	0.854	1.936	118	0.875	1.375	
105	16	2	4	-1	-1	18	101	0.479	1.155	65	0.500	1.405	199	0.625	2.559	78	0.729	2.000	135	0.854	1.625	
106	2	0	4	1	2	2	137	0.500	0.500	15	0.625	1.530	129	0.625	0.750	71	0.750	1.000	60	0.839	0.839	
107	-1	-2	4	0	1	10	19	0.625	0.625	95	0.625	0.750	144	0.625	0.750	119	0.750	0.750	58	0.750	1.530	
108	5	1	4	1	-1	3	166	0.625	0.750	168	0.625	0.625	100	0.625	1.000	7	1.000	1.155	85	1.061	1.061	
109	11	-3	4	-2	1	13	116	0.375	0.375	35	0.750	0.655	150	0.750	0.750	182	0.854	1.625	127	1.104	2.184	
110	-2	-3	4	-1	-1	15	23	0.500	1.405	145	0.604	2.766	186	0.625	0.750	41	0.684	2.000	98	0.750	1.250	
111	13	-3	4	-1	2	6	185	0.684	2.000	48	0.729	1.729	81	0.875	1.030	190	0.875	2.082	136	1.000	1.655	
