# states in shortest path from s to t
14

# shortest path from s to t
1	28	4	-2	1
-1	29	4	-1	0
-2	29	4	-1	0
-3	29	4	-1	0
-4	29	4	-1	0
-5	29	4	-1	0
-6	29	4	-1	0
-7	29	4	-1	0
-8	29	4	-1	0
-9	29	4	-1	0
-10	29	4	-1	0
-11	29	4	-1	0
-12	29	4	-1	0
-13	29	4	-1	0

# cost of shortest path
3.559

# Line i represents a sample taken at time i. The sample corresponds to a discrete state.
# Line Format: [sample ID] [x] [y] [z] [x-component of yaw] [y-component of yaw] [U: marginal coverage]
#              [sample ID of nearest neighbor 1] [shortest path cost to nearest neighbor 1] [shortest path cost from nearest neighbor 1]
#              ...
#              [sample ID of nearest neighbor k] [shortest path cost to nearest neighbor k] [shortest path cost from nearest neighbor k]
0	-2	33	4	0	-1	1	173	0.125	0.125	473	0.250	1.250	298	0.625	1.155	328	0.750	0.905	30	0.854	1.957	
1	4	20	4	1	-1	277	489	0.250	0.250	290	0.500	1.375	210	0.500	0.500	245	0.604	1.714	125	0.625	1.250	
2	-2	20	4	1	-2	212	135	0.750	0.625	59	0.750	0.905	343	0.750	1.000	62	0.809	1.339	119	0.854	1.589	
3	-6	24	4	2	-1	18	212	0.750	0.750	398	0.875	1.030	331	0.979	1.479	191	1.038	1.582	261	1.059	1.354	
4	8	27	4	-1	-2	15	149	0.625	0.625	410	0.875	1.250	42	0.875	0.750	335	0.875	0.500	458	1.089	1.089	
5	2	27	4	1	1	13	379	0.479	1.405	234	0.913	1.979	485	1.000	1.125	253	1.000	1.000	97	1.082	1.582	
6	-7	35	4	-2	1	21	463	0.625	1.625	380	0.729	1.714	352	0.729	1.479	348	0.839	0.839	20	0.875	1.625	
7	5	25	4	-1	2	43	274	0.625	0.625	36	0.934	2.207	186	0.979	1.339	377	1.000	1.000	75	1.000	0.625	
8	-5	33	4	2	1	14	291	0.500	1.375	120	0.500	0.500	179	0.625	0.625	239	0.684	1.464	415	0.729	1.479	
9	-6	33	4	2	1	4	120	0.500	1.125	8	0.500	1.125	184	0.604	1.375	317	0.684	1.464	385	0.854	1.155	
10	-9	25	4	2	1	5	197	0.375	1.250	258	0.625	1.625	337	0.655	0.655	407	0.875	0.875	499	0.875	1.030	
11	0	21	4	1	2	2	39	0.375	1.000	402	0.500	0.500	406	0.729	1.375	340	0.750	0.625	70	0.750	1.250	
12	-8	25	4	0	-1	255	499	0.500	1.000	197	0.500	0.500	364	0.604	1.375	258	0.625	0.625	231	0.729	1.375	
13	6	33	4	0	-1	0	386	0.500	0.500	397	0.625	1.155	417	0.729	1.375	92	0.750	0.625	495	0.750	0.625	
14	4	30	4	-1	-2	5	68	0.125	0.125	491	0.250	0.250	478	0.500	0.500	168	0.625	0.875	183	0.729	1.714	
15	-14	22	4	0	-1	64	447	0.375	0.375	90	0.625	0.780	246	0.625	0.625	443	0.905	0.729	150	0.979	1.250	
16	-11	23	4	1	2	19	241	0.500	0.500	465	0.625	0.875	347	0.625	0.750	262	0.750	1.155	35	0.875	0.780	
17	-13	19	4	1	-1	21	85	0.500	0.500	399	0.750	0.750	196	1.000	0.375	482	1.155	0.729	150	1.375	1.250	
18	4	33	4	1	1	19	243	0.125	0.125	329	0.750	1.125	361	0.854	1.589	280	0.875	0.875	131	0.979	1.714	
19	8	23	4	-1	-2	19	207	0.125	0.125	55	0.375	0.375	65	0.729	1.604	71	0.750	0.750	224	0.875	0.625	
20	-9	35	4	-1	0	15	463	0.250	0.250	380	0.625	0.625	352	0.875	0.875	165	1.104	1.000	394	1.125	1.125	
21	4	26	4	2	-1	1	377	0.479	1.500	111	0.625	0.750	273	0.684	1.714	75	0.750	1.155	97	0.875	0.780	
22	9	22	4	1	1	9	426	0.250	0.250	475	0.479	1.155	296	0.479	1.280	333	0.500	1.375	87	0.913	2.229	
23	11	33	4	1	-1	14	29	0.750	0.750	47	0.750	1.125	220	0.875	0.875	492	0.964	0.964	167	1.000	1.000	
24	-8	30	4	1	2	23	53	0.625	1.250	401	0.729	1.604	161	0.875	0.780	393	0.875	1.155	264	1.000	0.625	
