# states in shortest path from s to t
11

# shortest path from s to t
16	18	4	-2	1
14	19	4	-1	1
13	20	4	-1	1
12	21	4	-1	1
11	22	4	-1	1
10	23	4	-1	1
9	24	4	-1	1
8	25	4	-1	1
7	26	4	-1	1
6	27	4	-1	1
5	28	4	-1	1

# cost of shortest path
3.741

# Line i represents a sample taken at time i. The sample corresponds to a discrete state.
# Line Format: [sample ID] [x] [y] [z] [x-component of yaw] [y-component of yaw] [U: marginal coverage]
#              [sample ID of nearest neighbor 1] [shortest path cost to nearest neighbor 1] [shortest path cost from nearest neighbor 1]
#              ...
#              [sample ID of nearest neighbor k] [shortest path cost to nearest neighbor k] [shortest path cost from nearest neighbor k]
0	13	11	4	1	-2	60	429	0.250	0.250	363	0.625	0.625	29	0.750	0.750	94	0.750	1.000	65	0.750	0.625	
1	14	20	4	2	1	60	218	0.625	1.250	153	0.625	0.750	86	0.750	0.750	464	0.839	0.839	455	0.875	1.000	
2	20	32	4	1	-1	131	62	0.354	1.280	321	0.354	1.405	238	0.625	0.875	331	0.750	1.125	133	1.038	1.854	
3	5	35	4	2	-1	30	108	0.250	0.250	198	0.625	0.625	72	0.875	0.780	276	0.875	0.875	247	0.934	1.832	
4	8	13	4	-2	1	41	298	0.250	0.250	114	0.500	0.500	97	0.625	1.000	355	0.625	0.625	99	0.729	1.479	
5	10	25	4	2	1	23	431	0.500	0.500	188	0.750	0.750	477	0.875	1.125	242	1.000	0.905	398	1.089	1.059	
6	8	21	4	1	2	21	71	0.250	0.250	118	0.604	1.280	332	0.750	0.875	51	0.750	0.905	186	0.964	0.964	
7	10	30	4	1	-2	135	415	0.684	1.714	232	0.729	1.479	454	0.750	0.905	468	0.839	0.839	206	0.875	0.500	
8	18	24	4	1	-2	93	316	0.500	0.500	216	0.875	1.155	408	1.000	1.000	362	1.000	0.500	317	1.104	1.229	
9	15	28	4	-1	2	16	444	0.604	1.280	243	0.839	0.839	450	1.000	1.000	397	1.155	1.155	377	1.250	1.250	
10	20	17	4	-2	1	0	315	0.875	1.000	234	0.875	1.030	423	1.000	1.000	478	1.000	0.625	70	1.030	0.604	
11	14	15	4	1	2	0	325	0.500	0.500	365	0.625	0.625	18	0.655	0.655	116	0.934	1.375	318	0.979	1.280	
12	22	20	4	2	-1	60	155	0.375	0.375	41	0.750	1.000	328	0.875	1.125	102	0.934	1.375	70	1.104	1.354	
13	12	13	4	0	-1	11	0	0.729	1.714	429	0.729	1.714	348	0.875	0.875	45	0.905	0.729	35	1.000	1.000	
14	13	30	4	-1	-1	31	498	0.479	1.155	58	0.500	1.375	397	0.530	0.530	444	0.655	0.655	222	0.750	1.125	
15	3	16	4	1	2	21	303	0.375	1.000	336	0.625	0.625	465	0.729	1.604	109	0.809	1.339	129	0.934	1.375	
16	23	19	4	-2	-1	22	469	0.375	1.250	388	0.500	0.500	41	0.625	0.750	328	0.750	0.750	478	0.979	1.832	
